SNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
25066,590993,Jain Minority Quota,"K M Shah Dental Collegel, SumanDeep Vidyapeeth Vadodara,Sumandeep Vidyapeeth Piparia Waghodia Vadodara Gujarat",BDS,Open,General,Allotted
25067,591054,Self-Financed Merit Seat,"Dr. DY Patil Dental College and Hosp. Navi Mumbai,Dr. D. Y. Patil Vidyanagar, Sector 7, Nerul, Navi Mumbai",BDS,Open,General,Allotted
25068,591176,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25069,591242,Non-Resident Indian,"Mahatma Gandhi Missions Medical College, Navi Mumbai,MGM Medical College, Plot No. 1-2, Sector 1, Kamothe, Navi Mumbai - 410 209",MBBS,Open,General,Allotted( NRI Priority : 1 )
25070,591342,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,OBC,Allotted
25071,591507,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,General,Allotted
25072,591514,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,Open PwD,General PwD,Allotted
25073,591634,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,EWS,Allotted
25074,591669,Self-Financed Merit Seat,"MANAV RACHNA DENTAL COLLEGE FARIDABAD,SECTOR - 43, DELHI SURAJKUND ROAD FARIDABAD",BDS,Open,General,Allotted
25075,591687,Self-Financed Merit Seat,"Vinayaka Missions Kirupananda Variyar Medical College, Salem,Sankari Main Road, (NH-47), Seeragapadi, Salem",MBBS,Open,General,Allotted
25076,591688,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,OBC,Allotted
25077,591870,All India,"Midnapore Medical College, Midnapore,5, Vidyasagar Road Midnapore 721101 Paschim Medinipur",MBBS,Open PwD,General PwD,Allotted
25078,591923,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,General,Allotted
25079,591979,Self-Financed Merit Seat,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",MBBS,Open,General,Allotted
25080,591984,Self-Financed Merit Seat,"Meenakshi Medical College and Research Institute, Enathur,Enathur, Karaipettai Post, Kanchipuram",MBBS,Open,OBC,Allotted
25081,591989,Self-Financed Merit Seat,"Dr. DY Patil Dental College and Hosp. Pune,Sant Tukaram Nagar, Pimpri, Pune - 411018",BDS,Open,General,Allotted
25082,592066,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,General,Allotted
25083,592227,Self-Financed Merit Seat,"GITAM Institute of Medical Sciences and Research, Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam",MBBS,Open,General,Allotted
25084,592228,Self-Financed Merit Seat,"Sri Siddhartha DentalCollege, Tumkur,AGALAKOTE B H ROAD TUMKUR",BDS,Open,General,Allotted
25085,592448,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,OBC,Allotted
25086,592477,Self-Financed Merit Seat,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu",BDS,Open,OBC,Allotted
25087,592487,All India,"Government Medical College, Porbandar,Behind ITI and Navoday Vidyalay, Dharampur, Porbandar",MBBS,Open PwD,OBC PwD,Allotted
25088,592613,All India,"Rampurhat Government Medical College & Hospital, Rampurhat,prinrampurhatgmch@gmail.com",MBBS,Open PwD,General PwD,Allotted
25089,592757,Self-Financed Merit Seat,"BVDU Dental College and Hospital, Navi Mumbai,Bharati Vidyapeeth Dental College and Hospital, Sec.7, Belapur Navi Mumbai.",BDS,Open,General,Allotted
25090,592816,Self-Financed Merit Seat,"Dr. DY Patil Dental College and Hosp. Pune,Sant Tukaram Nagar, Pimpri, Pune - 411018",BDS,Open,General,Allotted
25091,592951,Jain Minority Quota,"SBKS Medical Instt. & Research Centre, Vadodra,Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara",MBBS,Open,EWS,Allotted
25092,593144,Self-Financed Merit Seat,"Saveetha Medical College and Hospital, Kanchipuram,Saveetha Nagar, Thandalam, Chennai",MBBS,Open,OBC,Allotted
25093,593177,Self-Financed Merit Seat,"Mahatma Gandhi Medical College & Research Institute, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam",MBBS,Open,SC,Allotted
25094,593280,Self-Financed Merit Seat,"SRM Katt. Dental College and Hospt. Chennai,SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM",BDS,Open,OBC,Allotted
25095,593463,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25096,593538,Self-Financed Merit Seat,"Kalinga Institute of Dental Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR ODISHA",BDS,Open,General,Allotted
25097,593630,Self-Financed Merit Seat,"Rural Dental College, Loni,At - Loni Tal - Rahata Dist - Ahilyanagar Maharashtra State, India PIN-413736 (Near Shirdi)",BDS,Open,General,Allotted
25098,593848,Self-Financed Merit Seat,"ST Peters Medical College, Hospital & Research Institute,Dr MGR Nagar, Near AERI Campus, Opp SIPCOT –II, Hosur, Krishnagiri District",MBBS,Open,General,Allotted
25099,593887,Self-Financed Merit Seat,"MM College of Dental Scie. and Res., Mullana,M.M. COLLEGE OF DENTAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA",BDS,Open,General,Allotted
25100,593916,Self-Financed Merit Seat,"Rural Dental College, Loni,At - Loni Tal - Rahata Dist - Ahilyanagar Maharashtra State, India PIN-413736 (Near Shirdi)",BDS,Open,General,Allotted
25101,593981,Self-Financed Merit Seat,"Malla Reddy Institute of Dental Sciences, Hyderabad,Suraram X Roads Jeedimetla Hyderabad",BDS,Open,General,Allotted
25102,594066,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,EWS,Allotted
25103,594070,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25104,594246,Self-Financed Merit Seat,"Dr. DY Patil Dental College and Hosp. Pune,Sant Tukaram Nagar, Pimpri, Pune - 411018",BDS,Open,General,Allotted
25105,594286,All India,"Indira Gandhi Institute of Medical Sciences, Sheikhpura, Patna,RAZA BAZAR, SHEIKHPURA, PATNA",MBBS,EWS PwD,EWS PwD,Allotted
25106,594289,Self-Financed Merit Seat,"GITAM Institute of Medical Sciences and Research, Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam",MBBS,Open,General,Allotted
25107,594322,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25108,594456,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25109,594465,Self-Financed Merit Seat,"KLE VK Inst. of Dental Scie. Belagavi,KLE V.K. Institute of Dental Sciences, J.N. Medical College Campus, Nehru Nagar,Belagavi-590010.Karn",BDS,Open,General,Allotted
25110,594478,Self-Financed Merit Seat,"Dr. DY Patil Dental College and Hosp. Navi Mumbai,Dr. D. Y. Patil Vidyanagar, Sector 7, Nerul, Navi Mumbai",BDS,Open,General,Allotted
25111,594512,Self-Financed Merit Seat,"BHAARATH MEDICAL COLLEGE & HOSPITAL, Chennai.,173, AGARAM MAIN ROAD , SELAIYUR, TAMBARAM CHENNAI - 600073",MBBS,Open,General,Allotted
25112,594627,Self-Financed Merit Seat,"Aarupadai Veedu Medical College, Pondicherry,PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY",MBBS,Open,General,Allotted
25113,594678,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,SC,Allotted
25114,594703,All India,"Saheed Rendo Majhi Medical College and Hospital, Bhawanipatna, Kalahandi, Odisha (erstwhile Government Medical College, Bhawanipatna) ,At - Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi",MBBS,ST PwD,ST PwD,Allotted
25115,594862,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,General,Allotted
25116,594938,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25117,594948,Self-Financed Merit Seat,"SRM Katt. Dental College and Hospt. Chennai,SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM",BDS,Open,ST,Allotted
25118,594993,Self-Financed Merit Seat,"Meenakshi Ammal Dental College and Host., Chennai1,ALAPAKKAM MAIN ROAD MADURAVOYAL CHENNAI",BDS,Open,OBC,Allotted
25119,595119,Self-Financed Merit Seat,"BVDU Dental College and Hospital, Sangli,Sangli-Miraj Road, Wanlesswadi Sangli.",BDS,Open,OBC,Allotted
25120,595143,Self-Financed Merit Seat,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu",BDS,Open,General,Allotted
25121,595174,Self-Financed Merit Seat,"Bharati Vidyapeeth DU Dental College and Hospt., Pune,Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital Pune",BDS,Open,General,Allotted
25122,595194,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,OBC,Allotted
25123,595196,Self-Financed Merit Seat,"MANAV RACHNA DENTAL COLLEGE FARIDABAD,SECTOR - 43, DELHI SURAJKUND ROAD FARIDABAD",BDS,Open,General,Allotted
25124,595214,All India,"Government Medical College, Nizamabad,R.P.Road, Near Bustand, Khaleelwadi Nizamabad",MBBS,EWS PwD,EWS PwD,Allotted
25125,595278,Self-Financed Merit Seat,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu",BDS,Open,General,Allotted
25126,595310,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,OBC,Allotted
25127,595462,Non-Resident Indian,"Kasturba Medical College, Mangalore,Light house Hill Road, Mangalore, India",MBBS,Open,General,Allotted( NRI Priority : 1 )
25128,595512,Self-Financed Merit Seat,"SRM Katt. Dental College and Hospt. Chennai,SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM",BDS,Open,OBC,Allotted
25129,595734,Self-Financed Merit Seat,"Rural Dental College, Loni,At - Loni Tal - Rahata Dist - Ahilyanagar Maharashtra State, India PIN-413736 (Near Shirdi)",BDS,Open,OBC,Allotted
25130,595831,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,General,Allotted
25131,595846,Self-Financed Merit Seat,"MANAV RACHNA DENTAL COLLEGE FARIDABAD,SECTOR - 43, DELHI SURAJKUND ROAD FARIDABAD",BDS,Open,General,Allotted
25132,595904,Self-Financed Merit Seat,"GITAM Institute of Medical Sciences and Research, Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam",MBBS,Open,General,Allotted
25133,596121,Self-Financed Merit Seat,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu",BDS,Open,General,Allotted
25134,596138,Self-Financed Merit Seat,"Vinayaka Missions Medical College, Karaikal, Pondicherry,KEEZHAKASAKUDIMEDU, KOTTUCHERRY(P.O), KARAIKAL - 609 609, U.T. OF PUDUCHERRY",MBBS,Open,OBC,Allotted
25135,596214,All India,"Thoothukudi Medical College, Thoothukudi,KAMARAJ NAGAR, 3rd MILE, THOOTHUKUDI",MBBS,Open PwD,OBC PwD,Allotted
25136,596361,Self-Financed Merit Seat,"VMS Dental College, Salem,Sankari Main Road (NH-47), Ariyanoor, Salem-636308 Tamil Nadu",BDS,Open,OBC,Allotted
25137,596401,Self-Financed Merit Seat,"SRM Katt. Dental College and Hospt. Chennai,SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM",BDS,Open,OBC,Allotted
25138,596416,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25139,596522,Self-Financed Merit Seat,"SRM Katt. Dental College and Hospt. Chennai,SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM",BDS,Open,General,Allotted
25140,596613,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,OBC,Allotted
25141,596729,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,General,Allotted
25142,596836,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,SC,Allotted
25143,596925,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,OBC,Allotted
25144,597248,Self-Financed Merit Seat,"SRM Katt. Dental College and Hospt. Chennai,SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM",BDS,Open,General,Allotted
25145,597437,Self-Financed Merit Seat,"Saveetha Medical College and Hospital, Kanchipuram,Saveetha Nagar, Thandalam, Chennai",MBBS,Open,General,Allotted
25146,597612,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25147,597805,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25148,597815,Self-Financed Merit Seat,"SRM Katt. Dental College and Hospt. Chennai,SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM",BDS,Open,OBC,Allotted
25149,597843,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,OBC,Allotted
25150,597879,Self-Financed Merit Seat,"MANAV RACHNA DENTAL COLLEGE FARIDABAD,SECTOR - 43, DELHI SURAJKUND ROAD FARIDABAD",BDS,Open,OBC,Allotted
25151,597886,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,OBC,Allotted
25152,598000,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25153,598112,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,General,Allotted
25154,598273,Self-Financed Merit Seat,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",MBBS,Open,OBC,Allotted
25155,598278,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25156,598405,Self-Financed Merit Seat,"Rural Dental College, Loni,At - Loni Tal - Rahata Dist - Ahilyanagar Maharashtra State, India PIN-413736 (Near Shirdi)",BDS,Open,General,Allotted
25157,598421,Self-Financed Merit Seat,"Yenepoya Dental College, Yenepoya,University Road Deralakatte Mangaluru",BDS,Open,OBC,Allotted
25158,598444,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25159,598531,Self-Financed Merit Seat,"ST Peters Medical College, Hospital & Research Institute,Dr MGR Nagar, Near AERI Campus, Opp SIPCOT –II, Hosur, Krishnagiri District",MBBS,Open,OBC,Allotted
25160,598550,Self-Financed Merit Seat,"Saveetha Medical College and Hospital, Kanchipuram,Saveetha Nagar, Thandalam, Chennai",MBBS,Open,OBC,Allotted
25161,598716,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25162,598753,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,General,Allotted
25163,598817,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,SC,Allotted
25164,598826,Self-Financed Merit Seat,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu",BDS,Open,General,Allotted
25165,598830,Non-Resident Indian,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted( NRI Priority : 1 )
25166,598843,Self-Financed Merit Seat,"MM College of Dental Scie. and Res., Mullana,M.M. COLLEGE OF DENTAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA",BDS,Open,General,Allotted
25167,598867,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25168,598876,Self-Financed Merit Seat,"BVDU Dental College and Hospital, Sangli,Sangli-Miraj Road, Wanlesswadi Sangli.",BDS,Open,EWS,Allotted
25169,598887,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,General,Allotted
25170,598909,Self-Financed Merit Seat,"Aarupadai Veedu Medical College, Pondicherry,PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY",MBBS,Open,SC,Allotted
25171,598955,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25172,598985,Self-Financed Merit Seat,"GITAM Institute of Medical Sciences and Research, Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam",MBBS,Open,General,Allotted
25173,599005,Self-Financed Merit Seat,"VELS Medical College & Hospital,12-123, Velan Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist.",MBBS,Open,OBC,Allotted
25174,599012,Self-Financed Merit Seat,"MANAV RACHNA DENTAL COLLEGE FARIDABAD,SECTOR - 43, DELHI SURAJKUND ROAD FARIDABAD",BDS,Open,General,Allotted
25175,599024,Self-Financed Merit Seat,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",MBBS,Open,OBC,Allotted
25176,599105,Self-Financed Merit Seat,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",MBBS,Open,ST,Allotted
25177,599161,Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) DU Quota,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (Female Seat only )",MBBS,EWS,EWS Allotted( CW Rank,: 38 )
25178,599167,Non-Resident Indian,"JSS Medical College, Mysore,The Principal JSS Medical College and Hospital Medical Institutions Campus S S Nagar Mysuru",MBBS,Open,General,Allotted( NRI Priority : 1 )
25179,599237,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,OBC,Allotted
25180,599251,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25181,599262,Self-Financed Merit Seat,"Mahatma Gandhi Medical College & Research Institute, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam",MBBS,Open,OBC,Allotted
25182,599273,Self-Financed Merit Seat,"Chettinad Hospital & Research Institute, Kanchipuram,Rajiv Gandhi Salai, Kelambakkam, Chengalpattu District",MBBS,Open,General,Allotted
25183,599305,Self-Financed Merit Seat,"Saveetha Medical College and Hospital, Kanchipuram,Saveetha Nagar, Thandalam, Chennai",MBBS,Open,OBC,Allotted
25184,599337,Non-Resident Indian,"Kasturba Medical College, Mangalore,Light house Hill Road, Mangalore, India",MBBS,Open,General,Allotted( NRI Priority : 1 )
25185,599351,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,General,Allotted
25186,599393,Self-Financed Merit Seat,"Rural Dental College, Loni,At - Loni Tal - Rahata Dist - Ahilyanagar Maharashtra State, India PIN-413736 (Near Shirdi)",BDS,Open,OBC,Allotted
25187,599424,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25188,599470,Self-Financed Merit Seat,"Sree Balaji Dental College and Hospital, Chennai,Velachery Main Road, Narayanapuram, Pallikaranai, Chennai - 600 100",BDS,Open,OBC,Allotted
25189,599508,Self-Financed Merit Seat,"VELS Medical College & Hospital,12-123, Velan Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist.",MBBS,Open,OBC,Allotted
25190,599527,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,OBC,Allotted
25191,599539,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,General,Allotted
25192,599566,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25193,599571,Self-Financed Merit Seat,"Vinayaka Missions Medical College, Karaikal, Pondicherry,KEEZHAKASAKUDIMEDU, KOTTUCHERRY(P.O), KARAIKAL - 609 609, U.T. OF PUDUCHERRY",MBBS,Open,OBC,Allotted
25194,599680,Self-Financed Merit Seat,"Dr. DY Patil Dental College and Hosp. Pune,Sant Tukaram Nagar, Pimpri, Pune - 411018",BDS,Open,General,Allotted
25195,599681,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,OBC,Allotted
25196,599743,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25197,599758,Self-Financed Merit Seat,"Vinayaka Missions Kirupananda Variyar Medical College, Salem,Sankari Main Road, (NH-47), Seeragapadi, Salem",MBBS,Open,OBC,Allotted
25198,599871,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,OBC,Allotted
25199,599875,Self-Financed Merit Seat,"BVDU Dental College and Hospital, Navi Mumbai,Bharati Vidyapeeth Dental College and Hospital, Sec.7, Belapur Navi Mumbai.",BDS,Open,General,Allotted
25200,599903,All India,"Dr SN Medical College, Jodhpur,RESIDENCY ROAD SHASTRI NAGAR JODHPUR RAJASTHAN 342003",MBBS,SC PwD,SC PwD,Allotted
25201,600112,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25202,600156,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25203,600190,Self-Financed Merit Seat,"BVDU Dental College and Hospital, Navi Mumbai,Bharati Vidyapeeth Dental College and Hospital, Sec.7, Belapur Navi Mumbai.",BDS,Open,OBC,Allotted
25204,600419,Self-Financed Merit Seat,"K M Shah Dental Collegel, SumanDeep Vidyapeeth Vadodara,Sumandeep Vidyapeeth Piparia Waghodia Vadodara Gujarat",BDS,Open,General,Allotted
25205,600495,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25206,600540,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,OBC,Allotted
25207,600548,Self-Financed Merit Seat,"SRM Katt. Dental College and Hospt. Chennai,SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM",BDS,Open,EWS,Allotted
25208,600589,Self-Financed Merit Seat,"MM College of Dental Scie. and Res., Mullana,M.M. COLLEGE OF DENTAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA",BDS,Open,OBC,Allotted
25209,600654,Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) DU Quota,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (Female Seat only )",MBBS,OBC,OBC Allotted( CW Rank,: 39 )
